n,s,s_over_n,shape,config
598,251,0.419732,S3,1x251 + 347* (q=173)
599,599,1.000000,S1,"AGL(1,599)"
600,263,0.438333,S3,1x337 + 263* (q=131)
601,601,1.000000,S1,"AGL(1,601)"
602,243,0.403654,S3,1x243 + 359* (q=179)
603,256,0.424544,S3,1x256 + 347* (q=173)
604,257,0.425497,S3,1x257 + 347* (q=173)
605,121,0.200000,S2,5x121
606,263,0.433993,S3,1x343 + 263* (q=131)
607,607,1.000000,S1,"AGL(1,607)"
608,127,0.208882,S7f3,3x127 + 227* (q=113)
609,191,0.313629,S7f2,2x191 + 227* (q=113)
610,263,0.431148,S3,1x263 + 347* (q=173)
611,128,0.209493,S7f3,3x128 + 227* (q=113)
612,263,0.429739,S3,1x349 + 263* (q=131)
613,613,1.000000,S1,"AGL(1,613)"
614,307,0.500000,S2,2x307
615,256,0.416260,S3,1x256 + 359* (q=179)
616,269,0.436688,S3,1x269 + 347* (q=173)
617,617,1.000000,S1,"AGL(1,617)"
618,271,0.438511,S3,1x271 + 347* (q=173)
619,619,1.000000,S1,"AGL(1,619)"
620,163,0.262903,S3,1x457 + 163* (q=3)
621,197,0.317230,S7f2,2x197 + 227* (q=113)
622,311,0.500000,S2,2x311
623,89,0.142857,S2,7x89
624,277,0.443910,S3,1x277 + 347* (q=173)
625,625,1.000000,S1,"AGL(1,625)"
626,313,0.500000,S2,2x313
627,67,0.106858,S7f4,4x67 + 359* (q=179)
628,281,0.447452,S3,1x281 + 347* (q=173)
629,163,0.259141,S7f2,2x233 + 163* (q=3)
630,283,0.449206,S3,1x283 + 347* (q=173)
631,631,1.000000,S1,"AGL(1,631)"
632,151,0.238924,S7f3,3x151 + 179* (q=89)
633,211,0.333333,S2,3x211
634,317,0.500000,S2,2x317
635,128,0.201575,S7f3,3x128 + 251* (q=5)
636,289,0.454403,S3,1x289 + 347* (q=173)
637,193,0.302983,S7f2,2x193 + 251* (q=5)
638,157,0.246082,S7f3,3x157 + 167* (q=83)
639,256,0.400626,S3,1x256 + 383* (q=191)
640,293,0.457813,S3,1x293 + 347* (q=173)
641,641,1.000000,S1,"AGL(1,641)"
642,283,0.440810,S3,1x283 + 359* (q=179)
643,643,1.000000,S1,"AGL(1,643)"
644,157,0.243789,S3,1x157 + 487* (q=3)
645,197,0.305426,S7f2,2x197 + 251* (q=5)
646,263,0.407121,S3,1x263 + 383* (q=191)
647,647,1.000000,S1,"AGL(1,647)"
648,289,0.445988,S3,1x289 + 359* (q=179)
649,211,0.325116,S7f2,2x211 + 227* (q=113)
650,163,0.250769,S3,1x163 + 487* (q=3)
651,197,0.302611,S7f2,2x197 + 257* (q=2)
652,293,0.449387,S3,1x293 + 359* (q=179)
653,653,1.000000,S1,"AGL(1,653)"
654,307,0.469419,S3,1x307 + 347* (q=173)
655,199,0.303817,S7f2,2x199 + 257* (q=2)
656,169,0.257622,S3,1x169 + 487* (q=3)
657,197,0.299848,S7f2,2x197 + 263* (q=131)
658,311,0.472644,S3,1x311 + 347* (q=173)
659,659,1.000000,S1,"AGL(1,659)"
660,313,0.474242,S3,1x313 + 347* (q=173)
661,661,1.000000,S1,"AGL(1,661)"
662,331,0.500000,S2,2x331
663,125,0.188537,S7f4,4x125 + 163* (q=3)
664,317,0.477410,S3,1x317 + 347* (q=173)
665,179,0.269173,S7f2,2x243 + 179* (q=89)
666,307,0.460961,S3,1x307 + 359* (q=179)
667,125,0.187406,S7f4,4x125 + 167* (q=83)
668,181,0.270958,S3,1x181 + 487* (q=3)
669,223,0.333333,S2,3x223
670,311,0.464179,S3,1x311 + 359* (q=179)
671,127,0.189270,S7f4,4x127 + 163* (q=3)
672,313,0.465774,S3,1x313 + 359* (q=179)
673,673,1.000000,S1,"AGL(1,673)"
674,337,0.500000,S2,2x337
675,163,0.241481,S7f2,2x256 + 163* (q=3)
676,317,0.468935,S3,1x317 + 359* (q=179)
677,677,1.000000,S1,"AGL(1,677)"
678,331,0.488201,S3,1x331 + 347* (q=173)
679,211,0.310751,S7f2,2x211 + 257* (q=2)
680,193,0.283824,S3,1x193 + 487* (q=3)
681,227,0.333333,S2,3x227
682,263,0.385630,S3,1x419 + 263* (q=131)
683,683,1.000000,S1,"AGL(1,683)"
684,337,0.492690,S3,1x337 + 347* (q=173)
685,227,0.331387,S7f2,2x229 + 227* (q=113)
686,343,0.500000,S2,2x343
687,229,0.333333,S2,3x229
688,257,0.373547,S3,1x431 + 257* (q=2)
689,163,0.236575,S7f2,2x263 + 163* (q=3)
690,343,0.497101,S3,1x343 + 347* (q=173)
691,691,1.000000,S1,"AGL(1,691)"
692,173,0.250000,S2,4x173
693,227,0.327561,S7f2,2x233 + 227* (q=113)
694,347,0.500000,S2,2x347
695,139,0.200000,S2,5x139
696,347,0.498563,S3,1x349 + 347* (q=173)
697,223,0.319943,S7f2,2x223 + 251* (q=5)
698,349,0.500000,S2,2x349
699,233,0.333333,S2,3x233
700,347,0.495714,S3,1x353 + 347* (q=173)
701,701,1.000000,S1,"AGL(1,701)"
702,343,0.488604,S3,1x343 + 359* (q=179)
703,223,0.317212,S7f2,2x223 + 257* (q=2)
704,167,0.237216,S7f3,3x179 + 167* (q=83)
705,227,0.321986,S7f2,2x227 + 251* (q=5)
706,353,0.500000,S2,2x353
707,101,0.142857,S2,7x101
708,349,0.492938,S3,1x349 + 359* (q=179)
709,709,1.000000,S1,"AGL(1,709)"
710,243,0.342254,S3,1x243 + 467* (q=233)
711,227,0.319269,S7f2,2x227 + 257* (q=2)
712,353,0.495787,S3,1x353 + 359* (q=179)
713,227,0.318373,S7f2,2x243 + 227* (q=113)
714,347,0.485994,S3,1x367 + 347* (q=173)
715,229,0.320280,S7f2,2x229 + 257* (q=2)
716,229,0.319832,S3,1x229 + 487* (q=3)
717,239,0.333333,S2,3x239
718,359,0.500000,S2,2x359
719,719,1.000000,S1,"AGL(1,719)"
720,359,0.498611,S3,1x361 + 359* (q=179)
721,229,0.317614,S7f2,2x229 + 263* (q=131)
722,361,0.500000,S2,2x361
723,256,0.354080,S3,1x256 + 467* (q=233)
724,263,0.363260,S3,1x461 + 263* (q=131)
725,163,0.224828,S7f2,2x281 + 163* (q=3)
726,359,0.494490,S3,1x367 + 359* (q=179)
727,727,1.000000,S1,"AGL(1,727)"
728,241,0.331044,S3,1x241 + 487* (q=3)
729,729,1.000000,S1,"AGL(1,729)"
730,347,0.475342,S3,1x347 + 383* (q=191)
731,128,0.175103,S7f3,3x128 + 347* (q=173)
732,359,0.490437,S3,1x373 + 359* (q=179)
733,733,1.000000,S1,"AGL(1,733)"
734,367,0.500000,S2,2x367
735,256,0.348299,S3,1x256 + 479* (q=239)
736,353,0.479620,S3,1x353 + 383* (q=191)
737,243,0.329715,S7f2,2x243 + 251* (q=5)
738,359,0.486450,S3,1x379 + 359* (q=179)
739,739,1.000000,S1,"AGL(1,739)"
740,167,0.225676,S7f3,3x191 + 167* (q=83)
741,239,0.322537,S7f2,2x239 + 263* (q=131)
742,359,0.483827,S3,1x359 + 383* (q=191)
743,743,1.000000,S1,"AGL(1,743)"
744,361,0.485215,S3,1x361 + 383* (q=191)
745,241,0.323490,S7f2,2x241 + 263* (q=131)
746,373,0.500000,S2,2x373
747,121,0.161981,S7f4,4x121 + 263* (q=131)
748,359,0.479947,S3,1x389 + 359* (q=179)
749,243,0.324433,S7f2,2x243 + 263* (q=131)
750,367,0.489333,S3,1x367 + 383* (q=191)
751,751,1.000000,S1,"AGL(1,751)"
752,179,0.238032,S7f3,3x191 + 179* (q=89)
753,251,0.333333,S2,3x251
754,263,0.348806,S3,1x491 + 263* (q=131)
755,151,0.200000,S2,5x151
756,373,0.493386,S3,1x373 + 383* (q=191)
757,757,1.000000,S1,"AGL(1,757)"
758,379,0.500000,S2,2x379
759,256,0.337286,S3,1x256 + 503* (q=251)
760,359,0.472368,S3,1x401 + 359* (q=179)
761,761,1.000000,S1,"AGL(1,761)"
762,379,0.497375,S3,1x379 + 383* (q=191)
763,251,0.328965,S7f2,2x256 + 251* (q=5)
764,277,0.362565,S3,1x277 + 487* (q=3)
765,251,0.328105,S7f2,2x251 + 263* (q=131)
766,383,0.500000,S2,2x383
767,151,0.196871,S7f4,4x151 + 163* (q=3)
768,359,0.467448,S3,1x409 + 359* (q=179)
769,769,1.000000,S1,"AGL(1,769)"
770,283,0.367532,S3,1x283 + 487* (q=3)
771,257,0.333333,S2,3x257
772,383,0.496114,S3,1x389 + 383* (q=191)
773,773,1.000000,S1,"AGL(1,773)"
774,307,0.396641,S3,1x307 + 467* (q=233)
775,263,0.339355,S3,1x512 + 263* (q=131)
776,289,0.372423,S3,1x289 + 487* (q=3)
777,257,0.330759,S7f2,2x257 + 263* (q=131)
778,389,0.500000,S2,2x389
779,73,0.093710,S7f4,4x73 + 487* (q=3)
780,383,0.491026,S3,1x397 + 383* (q=191)
781,227,0.290653,S7f2,2x277 + 227* (q=113)
782,173,0.221228,S7f3,3x173 + 263* (q=131)
783,257,0.328225,S7f2,2x263 + 257* (q=2)
784,383,0.488520,S3,1x401 + 383* (q=191)
785,163,0.207643,S7f2,2x311 + 163* (q=3)
786,347,0.441476,S3,1x439 + 347* (q=173)
787,787,1.000000,S1,"AGL(1,787)"
788,197,0.250000,S2,4x197
789,263,0.333333,S2,3x263
790,359,0.454430,S3,1x431 + 359* (q=179)
791,157,0.198483,S7f4,4x157 + 163* (q=3)
792,383,0.483586,S3,1x409 + 383* (q=191)
793,251,0.316520,S7f2,2x271 + 251* (q=5)
794,397,0.500000,S2,2x397
795,257,0.323270,S7f2,2x269 + 257* (q=2)
796,347,0.435930,S3,1x449 + 347* (q=173)
797,797,1.000000,S1,"AGL(1,797)"
798,359,0.449875,S3,1x439 + 359* (q=179)
799,257,0.321652,S7f2,2x271 + 257* (q=2)
800,313,0.391250,S3,1x313 + 487* (q=3)
801,263,0.328340,S7f2,2x269 + 263* (q=131)
802,401,0.500000,S2,2x401
803,128,0.159402,S7f5,5x128 + 163* (q=3)
804,383,0.476368,S3,1x421 + 383* (q=191)
805,263,0.326708,S7f2,2x271 + 263* (q=131)
806,243,0.301489,S3,1x243 + 563* (q=281)
807,269,0.333333,S2,3x269
808,359,0.444307,S3,1x449 + 359* (q=179)
809,809,1.000000,S1,"AGL(1,809)"
810,347,0.428395,S3,1x463 + 347* (q=173)
811,811,1.000000,S1,"AGL(1,811)"
812,179,0.220443,S7f3,3x211 + 179* (q=89)
813,271,0.333333,S2,3x271
814,383,0.470516,S3,1x431 + 383* (q=191)
815,163,0.200000,S2,5x163
816,383,0.469363,S3,1x433 + 383* (q=191)
817,263,0.321909,S7f2,2x277 + 263* (q=131)
818,409,0.500000,S2,2x409
819,257,0.313797,S7f2,2x281 + 257* (q=2)
820,359,0.437805,S3,1x461 + 359* (q=179)
821,821,1.000000,S1,"AGL(1,821)"
822,383,0.465937,S3,1x439 + 383* (q=191)
823,823,1.000000,S1,"AGL(1,823)"
824,337,0.408981,S3,1x337 + 487* (q=3)
825,263,0.318788,S7f2,2x281 + 263* (q=131)
826,383,0.463680,S3,1x443 + 383* (q=191)
827,827,1.000000,S1,"AGL(1,827)"
828,361,0.435990,S3,1x361 + 467* (q=233)
829,829,1.000000,S1,"AGL(1,829)"
830,343,0.413253,S3,1x343 + 487* (q=3)
831,277,0.333333,S2,3x277
832,383,0.460337,S3,1x449 + 383* (q=191)
833,243,0.291717,S7f2,2x243 + 347* (q=173)
834,367,0.440048,S3,1x367 + 467* (q=233)
835,257,0.307784,S7f2,2x289 + 257* (q=2)
836,349,0.417464,S3,1x349 + 487* (q=3)
837,251,0.299881,S7f2,2x293 + 251* (q=5)
838,419,0.500000,S2,2x419
839,839,1.000000,S1,"AGL(1,839)"
840,383,0.455952,S3,1x457 + 383* (q=191)
841,841,1.000000,S1,"AGL(1,841)"
842,421,0.500000,S2,2x421
843,281,0.333333,S2,3x281
844,383,0.453791,S3,1x461 + 383* (q=191)
845,243,0.287574,S7f2,2x243 + 359* (q=179)
846,383,0.452719,S3,1x463 + 383* (q=191)
847,167,0.197166,S7f4,4x167 + 179* (q=89)
848,361,0.425708,S3,1x361 + 487* (q=3)
849,283,0.333333,S2,3x283
850,383,0.450588,S3,1x383 + 467* (q=233)
851,128,0.150411,S7f3,3x128 + 467* (q=233)
852,373,0.437793,S3,1x373 + 479* (q=239)
853,853,1.000000,S1,"AGL(1,853)"
854,367,0.429742,S3,1x367 + 487* (q=3)
855,169,0.197661,S7f4,4x169 + 179* (q=89)
856,389,0.454439,S3,1x389 + 467* (q=233)
857,857,1.000000,S1,"AGL(1,857)"
858,379,0.441725,S3,1x379 + 479* (q=239)
859,859,1.000000,S1,"AGL(1,859)"
860,373,0.433721,S3,1x373 + 487* (q=3)
861,257,0.298490,S7f2,2x257 + 347* (q=173)
862,431,0.500000,S2,2x431
863,863,1.000000,S1,"AGL(1,863)"
864,397,0.459491,S3,1x397 + 467* (q=233)
865,251,0.290173,S7f2,2x307 + 251* (q=5)
866,433,0.500000,S2,2x433
867,289,0.333333,S2,3x289
868,401,0.461982,S3,1x401 + 467* (q=233)
869,243,0.279632,S7f2,2x243 + 383* (q=191)
870,383,0.440230,S3,1x383 + 487* (q=3)
871,359,0.412170,S3,1x512 + 359* (q=179)
872,163,0.186927,S7f3,3x163 + 383* (q=191)
873,263,0.301260,S7f2,2x263 + 347* (q=173)
874,383,0.438215,S3,1x491 + 383* (q=191)
875,125,0.142857,S2,7x125
876,409,0.466895,S3,1x409 + 467* (q=233)
877,877,1.000000,S1,"AGL(1,877)"
878,439,0.500000,S2,2x439
879,293,0.333333,S2,3x293
880,401,0.455682,S3,1x401 + 479* (q=239)
881,881,1.000000,S1,"AGL(1,881)"
882,383,0.434240,S3,1x499 + 383* (q=191)
883,883,1.000000,S1,"AGL(1,883)"
884,397,0.449095,S3,1x397 + 487* (q=3)
885,269,0.303955,S7f2,2x269 + 347* (q=173)
886,443,0.500000,S2,2x443
887,887,1.000000,S1,"AGL(1,887)"
888,421,0.474099,S3,1x421 + 467* (q=233)
889,271,0.304837,S7f2,2x271 + 347* (q=173)
890,211,0.237079,S7f3,3x211 + 257* (q=2)
891,257,0.288440,S7f2,2x317 + 257* (q=2)
892,389,0.436099,S3,1x389 + 503* (q=251)
893,163,0.182531,S11,1x243 + 163* + 487* (q=3)
894,347,0.388143,S3,1x547 + 347* (q=173)
895,383,0.427933,S3,1x512 + 383* (q=191)
896,409,0.456473,S3,1x409 + 487* (q=3)
897,269,0.299889,S7f2,2x269 + 359* (q=179)
898,449,0.500000,S2,2x449
899,107,0.119021,S7f6,6x107 + 257* (q=2)
900,433,0.481111,S3,1x433 + 467* (q=233)
901,277,0.307436,S7f2,2x277 + 347* (q=173)
902,181,0.200665,S7f3,3x181 + 359* (q=179)
903,179,0.198228,S7f4,4x181 + 179* (q=89)
904,401,0.443584,S3,1x401 + 503* (q=251)
905,181,0.200000,S2,5x181
906,439,0.484547,S3,1x439 + 467* (q=233)
907,907,1.000000,S1,"AGL(1,907)"
908,421,0.463656,S3,1x421 + 487* (q=3)
909,281,0.309131,S7f2,2x281 + 347* (q=173)
910,443,0.486813,S3,1x443 + 467* (q=233)
911,911,1.000000,S1,"AGL(1,911)"
912,433,0.474781,S3,1x433 + 479* (q=239)
913,283,0.309967,S7f2,2x283 + 347* (q=173)
914,457,0.500000,S2,2x457
915,163,0.178142,S7f4,4x163 + 263* (q=131)
916,449,0.490175,S3,1x449 + 467* (q=233)
917,131,0.142857,S2,7x131
918,439,0.478214,S3,1x439 + 479* (q=239)
919,919,1.000000,S1,"AGL(1,919)"
920,433,0.470652,S3,1x433 + 487* (q=3)
921,307,0.333333,S2,3x307
922,461,0.500000,S2,2x461
923,109,0.118093,S7f4,4x109 + 487* (q=3)
924,457,0.494589,S3,1x457 + 467* (q=233)
925,289,0.312432,S7f2,2x289 + 347* (q=173)
926,463,0.500000,S2,2x463
927,169,0.182309,S7f4,4x169 + 251* (q=5)
928,461,0.496767,S3,1x461 + 467* (q=233)
929,929,1.000000,S1,"AGL(1,929)"
930,463,0.497849,S3,1x463 + 467* (q=233)
931,257,0.276047,S7f2,2x337 + 257* (q=2)
932,233,0.250000,S2,4x233
933,311,0.333333,S2,3x311
934,467,0.500000,S2,2x467
935,167,0.178610,S7f3,3x256 + 167* (q=83)
936,457,0.488248,S3,1x457 + 479* (q=239)
937,937,1.000000,S1,"AGL(1,937)"
938,229,0.244136,S7f3,3x229 + 251* (q=5)
939,313,0.333333,S2,3x313
940,461,0.490426,S3,1x461 + 479* (q=239)
941,941,1.000000,S1,"AGL(1,941)"
942,463,0.491507,S3,1x463 + 479* (q=239)
943,257,0.272534,S7f2,2x343 + 257* (q=2)
944,457,0.484110,S3,1x457 + 487* (q=3)
945,293,0.310053,S7f2,2x293 + 359* (q=179)
946,467,0.493658,S3,1x467 + 479* (q=239)
947,947,1.000000,S1,"AGL(1,947)"
948,461,0.486287,S3,1x461 + 487* (q=3)
949,283,0.298209,S7f2,2x283 + 383* (q=191)
950,463,0.487368,S3,1x463 + 487* (q=3)
951,317,0.333333,S2,3x317
952,449,0.471639,S3,1x449 + 503* (q=251)
953,953,1.000000,S1,"AGL(1,953)"
954,467,0.489518,S3,1x467 + 487* (q=3)
955,257,0.269110,S7f2,2x349 + 257* (q=2)
956,239,0.250000,S2,4x239
957,263,0.274817,S7f2,2x347 + 263* (q=131)
958,479,0.500000,S2,2x479
959,163,0.169969,S7f4,4x199 + 163* (q=3)
960,457,0.476042,S3,1x457 + 503* (q=251)
961,961,1.000000,S1,"AGL(1,961)"
962,243,0.252599,S3,1x243 + 719* (q=359)
963,257,0.266874,S7f2,2x353 + 257* (q=2)
964,461,0.478216,S3,1x461 + 503* (q=251)
965,243,0.251813,S7f2,2x243 + 479* (q=239)
966,479,0.495859,S3,1x479 + 487* (q=3)
967,967,1.000000,S1,"AGL(1,967)"
968,239,0.246901,S7f3,3x239 + 251* (q=5)
969,311,0.320949,S7f2,2x311 + 347* (q=173)
970,479,0.493814,S3,1x491 + 479* (q=239)
971,971,1.000000,S1,"AGL(1,971)"
972,409,0.420782,S3,1x409 + 563* (q=281)
973,313,0.321686,S7f2,2x313 + 347* (q=173)
974,487,0.500000,S2,2x487
975,257,0.263590,S7f2,2x359 + 257* (q=2)
976,467,0.478484,S3,1x509 + 467* (q=233)
977,977,1.000000,S1,"AGL(1,977)"
978,487,0.497955,S3,1x491 + 487* (q=3)
979,467,0.477017,S3,1x512 + 467* (q=233)
980,251,0.256122,S3,1x729 + 251* (q=5)
981,317,0.323140,S7f2,2x317 + 347* (q=173)
982,491,0.500000,S2,2x491
983,983,1.000000,S1,"AGL(1,983)"
984,421,0.427846,S3,1x421 + 563* (q=281)
985,313,0.317766,S7f2,2x313 + 359* (q=179)
986,487,0.493915,S3,1x499 + 487* (q=3)
987,181,0.183384,S7f4,4x181 + 263* (q=131)
988,479,0.484818,S3,1x509 + 479* (q=239)
989,251,0.253792,S7f2,2x251 + 487* (q=3)
990,487,0.491919,S3,1x487 + 503* (q=251)
991,991,1.000000,S1,"AGL(1,991)"
992,263,0.265121,S3,1x729 + 263* (q=131)
993,331,0.333333,S2,3x331
994,491,0.493964,S3,1x491 + 503* (q=251)
995,227,0.228141,S7f3,3x256 + 227* (q=113)
996,487,0.488956,S3,1x509 + 487* (q=3)
997,997,1.000000,S1,"AGL(1,997)"
998,499,0.500000,S2,2x499
999,487,0.487487,S3,1x512 + 487* (q=3)
1000,479,0.479000,S3,1x521 + 479* (q=239)
1001,257,0.256743,S7f2,2x257 + 487* (q=3)
1002,499,0.498004,S3,1x499 + 503* (q=251)
1003,257,0.256231,S7f2,2x373 + 257* (q=2)
1004,251,0.250000,S2,4x251
1005,311,0.309453,S7f2,2x311 + 383* (q=191)
1006,503,0.500000,S2,2x503
1007,163,0.161867,S7f4,4x211 + 163* (q=3)
1008,487,0.483135,S3,1x521 + 487* (q=3)
1009,1009,1.000000,S1,"AGL(1,1009)"
1010,487,0.482178,S3,1x523 + 487* (q=3)
1011,337,0.333333,S2,3x337
1012,503,0.497036,S3,1x509 + 503* (q=251)
1013,1013,1.000000,S1,"AGL(1,1013)"
1014,467,0.460552,S3,1x547 + 467* (q=233)
1015,503,0.495567,S3,1x512 + 503* (q=251)
1016,487,0.479331,S3,1x529 + 487* (q=3)
1017,317,0.311701,S7f2,2x317 + 383* (q=191)
1018,509,0.500000,S2,2x509
1019,1019,1.000000,S1,"AGL(1,1019)"
1020,479,0.469608,S3,1x541 + 479* (q=239)
1021,1021,1.000000,S1,"AGL(1,1021)"
1022,251,0.245597,S7f3,3x257 + 251* (q=5)
1023,257,0.251222,S7f2,2x383 + 257* (q=2)
1024,1024,1.000000,S1,"AGL(1,1024)"
1025,269,0.262439,S7f2,2x269 + 487* (q=3)
1026,503,0.490253,S3,1x523 + 503* (q=251)
1027,191,0.185979,S7f4,4x191 + 263* (q=131)
1028,487,0.473735,S3,1x541 + 487* (q=3)
1029,343,0.333333,S2,3x343
1030,467,0.453398,S3,1x467 + 563* (q=281)
1031,1031,1.000000,S1,"AGL(1,1031)"
1032,503,0.487403,S3,1x529 + 503* (q=251)
1033,1033,1.000000,S1,"AGL(1,1033)"
1034,487,0.470986,S3,1x547 + 487* (q=3)
1035,257,0.248309,S7f2,2x389 + 257* (q=2)
1036,479,0.462355,S3,1x557 + 479* (q=239)
1037,131,0.126326,S7f6,6x131 + 251* (q=5)
1038,467,0.449904,S3,1x571 + 467* (q=233)
1039,1039,1.000000,S1,"AGL(1,1039)"
1040,251,0.241346,S7f3,3x263 + 251* (q=5)
1041,347,0.333333,S2,3x347
1042,521,0.500000,S2,2x521
1043,149,0.142857,S2,7x149
1044,503,0.481801,S3,1x541 + 503* (q=251)
1045,347,0.332057,S7f2,2x349 + 347* (q=173)
1046,523,0.500000,S2,2x523
1047,349,0.333333,S2,3x349
1048,479,0.457061,S3,1x569 + 479* (q=239)
1049,1049,1.000000,S1,"AGL(1,1049)"
1050,503,0.479048,S3,1x547 + 503* (q=251)
1051,1051,1.000000,S1,"AGL(1,1051)"
1052,263,0.250000,S2,4x263
1053,347,0.329535,S7f2,2x347 + 359* (q=179)
1054,491,0.465844,S3,1x491 + 563* (q=281)
1055,211,0.200000,S2,5x211
1056,487,0.461174,S3,1x569 + 487* (q=3)
1057,349,0.330180,S7f2,2x349 + 359* (q=179)
1058,529,0.500000,S2,2x529
1059,353,0.333333,S2,3x353
1060,503,0.474528,S3,1x557 + 503* (q=251)
1061,1061,1.000000,S1,"AGL(1,1061)"
1062,499,0.469868,S3,1x499 + 563* (q=281)
1063,1063,1.000000,S1,"AGL(1,1063)"
1064,487,0.457707,S3,1x577 + 487* (q=3)
1065,353,0.331455,S7f2,2x353 + 359* (q=179)
1066,503,0.471857,S3,1x503 + 563* (q=281)
1067,139,0.130272,S11,3x139 + 163* + 487* (q=3)
1068,467,0.437266,S3,1x601 + 467* (q=233)
1069,1069,1.000000,S1,"AGL(1,1069)"
1070,263,0.245794,S7f3,3x269 + 263* (q=131)
1071,211,0.197012,S7f4,4x211 + 227* (q=113)
1072,509,0.474813,S3,1x509 + 563* (q=281)
1073,293,0.273066,S7f2,2x293 + 487* (q=3)
1074,503,0.468343,S3,1x571 + 503* (q=251)
1075,512,0.476279,S3,1x512 + 563* (q=281)
1076,347,0.322491,S3,1x729 + 347* (q=173)
1077,359,0.333333,S2,3x359
1078,491,0.455473,S3,1x491 + 587* (q=293)
1079,163,0.151066,S7f4,4x229 + 163* (q=3)
1080,503,0.465741,S3,1x577 + 503* (q=251)
1081,359,0.332100,S7f2,2x361 + 359* (q=179)
1082,541,0.500000,S2,2x541
1083,361,0.333333,S2,3x361
1084,521,0.480627,S3,1x521 + 563* (q=281)
1085,163,0.150230,S7f2,2x461 + 163* (q=3)
1086,523,0.481584,S3,1x523 + 563* (q=281)
1087,1087,1.000000,S1,"AGL(1,1087)"
1088,487,0.447610,S3,1x601 + 487* (q=3)
1089,353,0.324151,S7f2,2x353 + 383* (q=191)
1090,503,0.461468,S3,1x503 + 587* (q=293)
1091,1091,1.000000,S1,"AGL(1,1091)"
1092,529,0.484432,S3,1x529 + 563* (q=281)
1093,1093,1.000000,S1,"AGL(1,1093)"
1094,547,0.500000,S2,2x547
1095,257,0.234703,S7f2,2x419 + 257* (q=2)
1096,509,0.464416,S3,1x509 + 587* (q=293)
1097,1097,1.000000,S1,"AGL(1,1097)"
1098,479,0.436248,S3,1x619 + 479* (q=239)
1099,512,0.465878,S3,1x512 + 587* (q=293)
1100,487,0.442727,S3,1x613 + 487* (q=3)
1101,367,0.333333,S2,3x367
1102,503,0.456443,S3,1x599 + 503* (q=251)
1103,1103,1.000000,S1,"AGL(1,1103)"
1104,541,0.490036,S3,1x541 + 563* (q=281)
1105,361,0.326697,S7f2,2x361 + 383* (q=191)
1106,487,0.440325,S3,1x619 + 487* (q=3)
1107,211,0.190605,S7f4,4x211 + 263* (q=131)
1108,521,0.470217,S3,1x521 + 587* (q=293)
1109,1109,1.000000,S1,"AGL(1,1109)"
1110,547,0.492793,S3,1x547 + 563* (q=281)
1111,191,0.171917,S7f4,4x191 + 347* (q=173)
1112,487,0.437950,S3,1x625 + 487* (q=3)
1113,347,0.311770,S7f2,2x383 + 347* (q=173)
1114,557,0.500000,S2,2x557
1115,256,0.229596,S7f3,3x256 + 347* (q=173)
1116,529,0.474014,S3,1x529 + 587* (q=293)
1117,1117,1.000000,S1,"AGL(1,1117)"
1118,487,0.435599,S3,1x631 + 487* (q=3)
1119,373,0.333333,S2,3x373
1120,557,0.497321,S3,1x557 + 563* (q=281)
1121,317,0.282783,S7f2,2x317 + 487* (q=3)
1122,503,0.448307,S3,1x619 + 503* (q=251)
1123,1123,1.000000,S1,"AGL(1,1123)"
1124,281,0.250000,S2,4x281
1125,359,0.319111,S7f2,2x383 + 359* (q=179)
1126,563,0.500000,S2,2x563
1127,256,0.227152,S7f3,3x256 + 359* (q=179)
1128,541,0.479610,S3,1x541 + 587* (q=293)
1129,1129,1.000000,S1,"AGL(1,1129)"
1130,487,0.430973,S3,1x643 + 487* (q=3)
1131,193,0.170645,S7f4,4x193 + 359* (q=179)
1132,563,0.497350,S3,1x569 + 563* (q=281)
1133,151,0.133274,S7f6,6x151 + 227* (q=113)
1134,563,0.496473,S3,1x571 + 563* (q=281)
1135,257,0.226432,S7f2,2x439 + 257* (q=2)
1136,263,0.231514,S7f3,3x263 + 347* (q=173)
1137,379,0.333333,S2,3x379
1138,569,0.500000,S2,2x569
1139,167,0.146620,S7f4,4x243 + 167* (q=83)
1140,563,0.493860,S3,1x577 + 563* (q=281)
1141,379,0.332165,S7f2,2x379 + 383* (q=191)
1142,571,0.500000,S2,2x571
1143,257,0.224847,S7f2,2x443 + 257* (q=2)
1144,557,0.486888,S3,1x557 + 587* (q=293)
1145,229,0.200000,S2,5x229
1146,503,0.438918,S3,1x643 + 503* (q=251)
1147,197,0.171752,S7f4,4x197 + 359* (q=179)
1148,487,0.424216,S3,1x661 + 487* (q=3)
1149,383,0.333333,S2,3x383
1150,563,0.489565,S3,1x563 + 587* (q=293)
1151,1151,1.000000,S1,"AGL(1,1151)"
1152,479,0.415799,S3,1x673 + 479* (q=239)
1153,1153,1.000000,S1,"AGL(1,1153)"
1154,577,0.500000,S2,2x577
1155,257,0.222511,S7f2,2x449 + 257* (q=2)
1156,569,0.492215,S3,1x569 + 587* (q=293)
1157,163,0.140882,S7f6,6x163 + 179* (q=89)
1158,571,0.493092,S3,1x571 + 587* (q=293)
1159,227,0.195858,S7f4,4x227 + 251* (q=5)
1160,487,0.419828,S3,1x673 + 487* (q=3)
1161,383,0.329888,S7f2,2x389 + 383* (q=191)
1162,563,0.484509,S3,1x599 + 563* (q=281)
